번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1427,041190,우리기술투자,116409,기타 금융업,"84,000,000","42,000,000,000","500",원(KRW),02-2008-3100,서울특별시 강남구  테헤란로 522 ,2359
1428,115440,우리넷,032604,통신 및 방송 장비 제조업,"9,136,944","4,568,472,000","500",원(KRW),031-276-5101,경기도 안양시 동안구 시민대로 353(관양동) ,2359
1429,004720,우리들제약,032102,의약품 제조업,"13,051,870","6,525,935,000","500",원(KRW),02-2194-3532,경기 화성시 향남면 상신리 향남제약공단 902-5,2359
1430,118000,우리들휴브레인,074605,기계장비 및 관련 물품 도매업,"35,903,303","17,951,651,500","500",원(KRW),2194-3535,"경기도 화성시 병점중앙로 156 202호(진안동, 드림빌딩)",2359
1431,046970,우리로,032604,통신 및 방송 장비 제조업,"26,876,907","13,438,453,500","500",원(KRW),062-602-8100,광주광역시 광산구  평동산단6번로 102-22 ,2359
1432,082850,우리바이오,032804,전구 및 조명장치 제조업,"44,917,878","22,458,939,000","500",원(KRW),031-494-8828,"경기도 안산시 단원구 성곡로 79 (성곡동,608블럭30롯트)",2359
1433,215360,우리산업,033003,자동차 신품 부품 제조업,"9,132,163","4,566,081,500","500",원(KRW),031-201-6522,경기도 용인시 기흥구 지삼로 89 ,2359
1434,072470,우리산업홀딩스,033003,자동차 신품 부품 제조업,"18,887,341","9,443,670,500","500",원(KRW),031)201-6522,경기도 용인시 기흥구 지삼로 89 ,2359
1435,073560,우리손에프앤지,031001,"도축, 육류 가공 및 저장 처리업","69,237,643","34,618,821,500","500",원(KRW),041-563-1055,전라남도 나주시 반남면 장송길 73 ,2359
1436,153490,우리이앤엘,032601,반도체 제조업,"49,900,000","24,950,000,000","500",원(KRW),031-599-3143,경기도 안산시 단원구  성곡로 79 ,2359
1437,037400,우리조명,032804,전구 및 조명장치 제조업,"24,923,346","12,461,673,000","500",원(KRW),031 -492 -1012,경기도 안산시 단원구  성곡로 79 ,2359
1438,010050,우리종금,116409,기타 금융업,"674,203,406","337,101,703,000","500",원(KRW),062-221-6600,광주광역시 동구 금남로 182 (금남로5가),2359
1439,101170,우림기계,032901,일반 목적용 기계 제조업,"13,500,000","6,750,000,000","500",원(KRW),055-260-0300,경상남도 창원시 성산구  남면로 613 우림기계 ,2359
1440,006980,우성사료,031006,"곡물가공품, 전분 및 전분제품 제조업","30,900,000","15,450,000,000","500",원(KRW),042-670-1724,대전광역시 대덕구 한밭대로 1027 ,2359
1441,066590,우수AMS,033003,자동차 신품 부품 제조업,"24,694,303","12,347,151,500","500",원(KRW),(055)2745011,경남 창원시 신촌동 192-4번지 ,2359
1442,017370,우신시스템,032902,특수 목적용 기계 제조업,"18,314,054","9,157,027,000","500",원(KRW),031-496-6114,서울특별시 영등포구  영등포로 20 ,2359
1443,103840,우양,031003,"과실, 채소 가공 및 저장 처리업","12,858,000","1,285,800,000","100",원(KRW),041-956-7171,충청남도 서천군 장항읍 장산로 357 ,2359
1444,046940,우원개발,064201,기반조성 및 시설물 축조관련 전문공사업,"18,074,350","9,037,175,000","500",원(KRW),02-3490-1996,서울특별시 서초구 강남대로 279 백향빌딩 8층 ,2359
1445,215380,우정바이오,137001,자연과학 및 공학 연구개발업,"11,152,282","5,576,141,000","500",원(KRW),031-888-9369,경기도 수원시 영통구 광교로 145 차세대융합기술원 B동 3층,2359
1446,065680,우주일렉트로,032602,전자부품 제조업,"9,934,220","4,967,110,000","500",원(KRW),031-371-3700,경기도 화성시  양감면 초록로532번길 61 ,2359
1447,105840,우진,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","20,202,234","10,101,117,000","500",원(KRW),031-379-3114,경기도 화성시 동부대로970번길 110 ,2359
1448,018620,우진비앤지,032102,의약품 제조업,"25,967,013","12,983,506,500","500",원(KRW),02)795-2361,경기도 화성시 양감면 정문송산로 230 ,2359
1449,010400,우진아이엔에스,064202,건물설비 설치 공사업,"7,622,000","3,811,000,000","500",원(KRW),02-535-7050,서울특별시 서초구 방배로 166 한승빌딩 3층 ,2359
1450,049800,우진플라임,032902,특수 목적용 기계 제조업,"10,000,000","5,000,000,000","500",원(KRW),043-540-9000,충청북도 보은군 장안면 우진플라임로 100 본관동,2359
1451,016880,웅진,116409,기타 금융업,"79,378,330","41,939,165,000","500",원(KRW),02-2076-4701,서울특별시 종로구 창경궁로 120 종로플레이스빌딩,2359
1452,095720,웅진씽크빅,168501,초등 교육기관,"134,173,248","67,086,624,000","500",원(KRW),031-956-7000,경기도 파주시  회동길 20 ,2359
1453,103130,웅진에너지,032601,반도체 제조업,"30,947,322","154,736,610,000","5,000",원(KRW),042-939-8114,대전광역시 유성구  테크노2로 37 (관평동),2359
1454,005820,원림,031303,편조원단 제조업,"2,200,000","11,000,000,000","5,000",원(KRW),02-523-9236,서울특별시 서초구  남부순환로 2495 원림빌딩 9층 ,2359
1455,278380,원바이오젠,032103,의료용품 및 기타 의약 관련제품 제조업,"2,166,560","1,083,280,000","500",원(KRW),054-462-7965,경상북도 구미시 1공단로5길 56(공단동) ,2359
1456,032940,원익,074605,기계장비 및 관련 물품 도매업,"18,193,230","9,096,615,000","500",원(KRW),02  -555 -4939,경기도 성남시 분당구 판교로255번길 20 원익빌딩 ,2359
1457,240810,원익IPS,032902,특수 목적용 기계 제조업,"49,083,901","24,541,950,500","500",원(KRW),031-8047-7222,경기도 평택시 진위면 진위산단로 75 ,2359
1458,074600,원익QnC,032301,유리 및 유리제품 제조업,"26,288,000","13,144,000,000","500",원(KRW),054-472-6138,경북 구미시 구포동 637 ,2359
1459,104830,원익머트리얼즈,032001,기초 화학물질 제조업,"12,608,000","6,304,000,000","500",원(KRW),043-210-4600,충청북도 청주시 청원구 오창읍 양청3길 30 -,2359
1460,014190,원익큐브,074607,기타 전문 도매업,"35,399,906","17,699,953,000","500",원(KRW),02-530-8800,경기도 성남시 분당구  판교로255번길 20 원익빌딩,2359
1461,030530,원익홀딩스,116409,기타 금융업,"77,237,981","38,618,990,500","500",원(KRW),031-659-2389,경기도 평택시 진위면 진위2산단로 31-16 (갈곶리 729-5),2359
1462,012620,원일특강,032401,1차 철강 제조업,"4,400,000","2,200,000,000","500",원(KRW),031-434-1221,"경기도 시흥시  공단2대로256번길 4 (정왕동, 시화공단3바104)",2359
1463,216280,원텍,032701,의료용 기기 제조업,"4,073,200","2,036,600,000","500",원(KRW),042-934-6802,대전광역시 유성구 테크노8로 64(용산동) ,2359
1464,008370,원풍,032202,플라스틱제품 제조업,"12,000,000","6,000,000,000","500",원(KRW),02-3665-5321,서울특별시 강서구 공항대로 343 원풍빌딩 9층,2359
1465,008290,원풍물산,031401,봉제의복 제조업,"40,693,679","20,346,839,500","500",원(KRW),02-569-0433(#310),인천 서구 가좌동 539-3 ,2359
1466,101160,월덱스,032602,전자부품 제조업,"16,510,993","8,255,496,500","500",원(KRW),054-456-9980,경상북도 구미시  4공단로7길 53-77 ,2359
1467,095270,웨이브일렉트로,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,007,614","5,503,807,000","500",원(KRW),031-269-0010,경기 수원시 권선구 서둔동 14-10 ,2359
1468,010600,웰바이오텍,074601,상품 중개업,"43,010,106","21,505,053,000","500",원(KRW),02-6902-1300,서울특별시 강남구 영동대로106길 17 5층,2359
1469,065950,웰크론,031302,직물직조 및 직물제품 제조업,"28,231,302","14,115,651,000","500",원(KRW),(02)2107-6600,서울특별시 구로구 디지털로27길 12 주식회사 웰크론,2359
1470,076080,웰크론한텍,064101,건물 건설업,"19,980,102","9,990,051,000","500",원(KRW),031-350-8900,경기도 화성시  향남읍 발안공단로 92-36 ,2359
1471,196700,웹스,032002,합성고무 및 플라스틱 물질 제조업,"13,698,476","6,849,238,000","500",원(KRW),051-896-6390,부산광역시 해운대구 센텀동로 45 901호,2359
1472,069080,웹젠,105802,소프트웨어 개발 및 공급업,"35,310,884","17,655,442,000","500",원(KRW),031-627-6600,경기도 성남시 분당구 판교로 242 (삼평동, 판교디지털콘텐츠파크 B동) ,2359
1473,053580,웹케시,105802,소프트웨어 개발 및 공급업,"6,763,655","3,381,827,500","500",원(KRW),02-784-1690,서울특별시 영등포구 영신로 220 KnK 디지털타워 20층 ,2359
1474,071460,위니아딤채,032805,가정용 기기 제조업,"35,967,295","31,872,532,500","500",원(KRW),041-530-6114,광주광역시 광산구 하남산단9번로 110 -,2359
1475,044340,위닉스,032805,가정용 기기 제조업,"17,873,425","8,936,712,500","500",원(KRW),031 -499 -5085,경기도 시흥시 공단1대로 295(정왕동) 시화공단 3나 607호,2359
1476,112040,위메이드,105802,소프트웨어 개발 및 공급업,"16,800,000","8,680,000,000","500",원(KRW),02-3709-2000,경기도 성남시 분당구 대왕판교로 644번길 49 (삼평동 코리아벤처타운 업무시설비블럭 아이레보타워),2359
1477,065370,위세아이텍,105802,소프트웨어 개발 및 공급업,"4,292,500","2,146,250,000","500",원(KRW),02-6246-1400,"경기도 성남시 분당구 판교로 253, 판교이노밸리 C동 5층 &nbsp;",2359
1478,140660,위월드,032604,통신 및 방송 장비 제조업,"2,487,252","1,243,626,000","500",원(KRW),042-630-0600,대전광역시 유성구  테크노7로 32-4 (용산동),2359
1479,038620,위즈코프,074707,연료 소매업,"38,830,772","19,415,386,000","500",원(KRW),02-2007-0300,"서울특별시 강남구  봉은사로 429 , 8층 ( 삼성동, 위즈빌딩) ",2359
1480,299900,위지윅스튜디오,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","29,131,361","14,565,680,500","500",원(KRW),02-749-0507,서울특별시 강남구 봉은사로22길 47 &nbsp;,2359
1481,036090,위지트,032902,특수 목적용 기계 제조업,"83,992,986","41,996,493,000","500",원(KRW),032-820-9900,"인천광역시 남동구 남동서로 187 (고잔동, 58B/5L)",2359
1482,136540,윈스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,139,563","6,069,781,500","500",원(KRW),031-622-8600,경기도 성남시 분당구 판교로228번길 15 (삼평동) 판교세븐벤처밸리 윈스동 ,2359
1483,097800,윈팩,032601,반도체 제조업,"37,250,885","18,625,442,500","500",원(KRW),031-8020-4400,경기도 용인시 처인구  백암면 청강가창로 50 ,2359
1484,192390,윈하이텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","10,656,896","5,328,448,000","500",원(KRW),02-854-2818,충청북도 음성군 삼성면 하이텍산단로 99 &nbsp,2359
1485,313760,윌링스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","4,862,000","2,431,000,000","500",원(KRW),031-326-3000,경기도 용인시 처인구 모현읍 초부로54번길 7-3 ,2359
1486,008600,윌비스,074604,생활용품 도매업,"63,140,342","68,786,482,000","1,000",원(KRW),041-529-5716,충청남도 천안시 동남구  만남로 76 ,2359
1487,900340,윙입푸드,116409,기타 금융업,"47,973,428","293,632,368","0",홍콩달러(HKD),86-760-23215457,"17/F WINSAN TOWER, 98 THOMSON ROAD, WANCHAI, HK ",2359
1488,033270,유나이티드,032102,의약품 제조업,"16,231,822","8,115,911,000","500",원(KRW),02  -516 -3041,세종특별자치시 전동면 노장리 404-10 ,2359
1489,014830,유니드,032001,기초 화학물질 제조업,"8,889,843","44,449,215,000","5,000",원(KRW),02-3709-9500,서울특별시 중구  을지로5길 19 ,2359
1490,215090,유니맥스글로벌,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","26,144,727","2,614,472,700","100",원(KRW),02-368-6298,경기도 안양시 동안구 학의로 268 410호 (관양동),2359
1491,036200,유니셈,032902,특수 목적용 기계 제조업,"30,664,223","15,332,111,500","500",원(KRW),031-379-5800,경기도 화성시 동탄면 장지남길 10-7 ,2359
1492,018000,유니슨,032901,일반 목적용 기계 제조업,"93,600,606","46,800,303,000","500",원(KRW),02  -528 -8777,경상남도 사천시 사남면 해안산업로 513 -,2359
1493,000910,유니온,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","15,611,619","7,805,809,500","500",원(KRW),02-3455-8793,서울특별시 중구  소공로 94 OCI빌딩 13층,2359
1494,047400,유니온머티리얼,032302,"내화, 비내화 요업제품 제조업","42,000,000","21,000,000,000","500",원(KRW),055-580-4135,대구광역시 달서구  성서공단남로 151 ,2359
1495,203450,유니온커뮤니티,032604,통신 및 방송 장비 제조업,"14,679,007","7,339,503,500","500",원(KRW),02-6488-3127,서울특별시 송파구 법원로 127 문정대명벨리온 12층 ,2359
1496,011330,유니켐,031501,"가죽, 가방 및 유사제품 제조업","67,672,282","33,836,141,000","500",원(KRW),031-491-3751,경기도 안산시 단원구 해봉로 38 ,2359
1497,077500,유니퀘스트,074605,기계장비 및 관련 물품 도매업,"27,237,225","13,618,612,500","500",원(KRW),031-708-9988,"경기도 성남시 분당구  황새울로 314 (서현동,유니퀘스트빌딩)",2359
1498,011320,유니크,033003,자동차 신품 부품 제조업,"19,320,695","9,660,347,500","500",원(KRW),055-340-2000,경상남도 김해시  진영읍 서부로179번길 90 (주)유니크 ,2359
1499,086390,유니테스트,032902,특수 목적용 기계 제조업,"21,134,126","10,567,063,000","500",원(KRW),031-205-6111,경기도 용인시 기흥구  기곡로 27 (주)유니테스트,2359
1500,241690,유니테크노,033003,자동차 신품 부품 제조업,"11,927,520","5,963,760,000","500",원(KRW),051-203-5460,부산광역시 사하구 신산로 13번길 54 &nbsp,2359
1501,142210,유니트론텍,074502,자동차 부품 및 내장품 판매업,"10,651,857","5,325,928,500","500",원(KRW),02-573-6800,"서울특별시 강남구 영동대로 638 9층(삼성동, 삼보빌딩) ",2359
1502,121060,유니포인트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","5,981,670","2,990,835,000","500",원(KRW),02-6676-5500,서울특별시 동작구 남부순환로 2049 (사당동 네오티스빌딩 2층) ,2359
1503,048430,유라테크,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","11,520,000","5,760,000,000","500",원(KRW),070-7878-1500,세종특별자치시   전동면 아래깊은내길 25 주식회사 유라테크 ,2359
1504,206650,유바이오로직스,032102,의약품 제조업,"26,792,493","13,396,246,500","500",원(KRW),02-572-6675,서울특별시 강남구 도산대로 207 성도빌딩 8층 ,2359
1505,089850,유비벨록스,105802,소프트웨어 개발 및 공급업,"7,115,697","3,557,848,500","500",원(KRW),02-2082-2431,서울특별시 구로구 디지털로31길 1213.14층 ,2359
1506,084440,유비온,106309,기타 정보 서비스업,"2,997,107","1,498,553,500","500",원(KRW),02-3782-8771,서울특별시 구로구  디지털로34길 27 601호,2359
1507,032620,유비케어,105802,소프트웨어 개발 및 공급업,"52,197,139","26,098,569,500","500",원(KRW),02-2105-5000,서울특별시 구로구  디지털로33길 28 우림이비지센터1차 ,2359
1508,264450,유비쿼스,032604,통신 및 방송 장비 제조업,"5,123,955","2,561,977,500","500",원(KRW),070-4865-0500,경기도 성남시 분당구 판교로255번길 68 ,2359
1509,078070,유비쿼스홀딩스,116409,기타 금융업,"18,696,628","10,348,314,000","500",원(KRW),070-4865-0500,경기도 성남시 분당구 판교로 25568 (삼평동 616) 유비쿼스 ,2359
1510,002920,유성기업,033003,자동차 신품 부품 제조업,"25,947,500","12,973,750,000","500",원(KRW),02-564-2351,충청남도 아산시 둔포면 아산밸리동로 22 ,2359
